transaction_id,transaction_date,account_id,client_card,account_to,amount,transaction_type,location,ip_address,platform,label
0e20c9c5-834b-4a21-97f5-aad1a0252440,2024-04-11 04:18:02.780269,"('a413bc36-64b5-48cf-9eed-8b5abbdd7682',)",375001224432364,4145,6606,deposit,"('54.39304', '53.26023', 'Bavly', 'RU', 'Europe/Moscow')",40.165.171.131,Opera/8.29.(Windows NT 6.1; bho-IN) Presto/2.9.188 Version/11.00,0
9a14fd17-fe33-4191-8552-785ca16c3288,2024-08-13 20:41:06.780269,"('bfa3dfcf-f32a-46ff-ace1-8d0bc52cacbe',)",213140164664630,7398,8963,withdrawal,"('58.23583', '92.48278', 'Lesosibirsk', 'RU', 'Asia/Krasnoyarsk')",189.91.216.114,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/45.0.849.0 Mobile/30T505 Safari/532.1",1
ae2decbe-f82c-4f17-a5f6-61fc47d43799,2024-09-01 19:08:59.780269,"('a585cd08-c10a-4014-ae8d-8569fd90b29e',)",340395711042302,2266,2587,transfer,"('43.96222', '43.63417', 'Novopavlovsk', 'RU', 'Europe/Moscow')",23.52.37.250,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0; rv:1.9.4.20) Gecko/4366-06-17 21:05:44.527817 Firefox/3.6.7,0
8ea2b513-b105-42a3-ac6f-65c226017776,2023-12-27 08:07:34.780269,"('4a00fb70-75f7-4fc3-bdd6-c64340cf9b46',)",4704633379006,7091,5870,payment,"('55.85', '37.56667', 'Likhobory', 'RU', 'Europe/Moscow')",189.205.243.173,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.16.4 (KHTML, like Gecko) Version/4.0 Safari/532.16.4",0
241909bf-d4f6-4ef5-a1a7-c93e6b32dba7,2024-07-25 17:06:49.780269,"('7685d839-fd9c-4037-829d-aeda5fd47f97',)",180011559530794,2874,8781,withdrawal,"('58.23583', '92.48278', 'Lesosibirsk', 'RU', 'Asia/Krasnoyarsk')",32.51.64.251,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),1
cd301497-bd3c-4336-80d3-d110d65df0ab,2023-11-10 01:36:34.780269,"('6a0db51c-b308-4722-a4bd-75b8d04fe719',)",3502118967915197,3109,7373,withdrawal,"('55.54028', '89.20083', 'Sharypovo', 'RU', 'Asia/Krasnoyarsk')",2.36.137.255,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/14.0.893.0 Safari/533.1",1
ce079036-bebe-4b53-b242-a683a6410d2e,2024-01-18 05:37:17.780269,"('65fdd011-a3e5-46be-9979-43f35221abec',)",373814891533120,7588,9688,deposit,"('51.78771', '56.36091', 'Saraktash', 'RU', 'Asia/Yekaterinburg')",43.196.169.246,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/10.2k8723.0 Mobile/71H689 Safari/531.1",1
640b89e8-75c7-4334-8285-16640935620d,2023-11-10 10:19:32.780269,"('194fc471-2454-4089-a891-6b2ad530d8dc',)",676148951004,3666,1543,withdrawal,"('44.98901', '38.94324', 'Yablonovskiy', 'RU', 'Europe/Moscow')",47.213.238.210,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),0
4aee00c6-3db3-476d-8acc-40d02b2e82cb,2023-11-18 03:26:20.780269,"('4f30d885-bfaa-486e-b61a-40a38c319e85',)",4671585650302942106,577,2335,payment,"('54.84444', '38.16694', 'Kashira', 'RU', 'Europe/Moscow')",51.24.146.185,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mi-NZ) AppleWebKit/534.7.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.7.4",0
36466487-d8b3-406e-afbb-8719119ffc9f,2024-08-21 07:50:07.780269,"('84ef35bf-c3b5-4fde-8c1b-7adaf41648f6',)",378335066501358,4750,878,deposit,"('58.1908', '40.17171', 'Danilov', 'RU', 'Europe/Moscow')",169.229.9.78,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_7 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/18.9k0693.0 Mobile/38U931 Safari/535.0",0
65586bbc-2759-4900-af6a-309756aa7ad8,2023-11-24 15:34:27.780269,"('68f9438e-1d90-4752-b662-048822e87534',)",3549815640554906,3239,8261,deposit,"('53.77166', '38.12408', 'Bogoroditsk', 'RU', 'Europe/Moscow')",36.236.0.176,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/13.0.825.0 Safari/536.2",1
0fe5149e-fe95-4f6a-aa3e-7c94e6becf2c,2024-08-04 08:00:15.780269,"('fda4f904-e739-4d9b-8072-eacfad5c34dc',)",5292532420242909,9494,3761,payment,"('56.11281', '69.49015', 'Ishim', 'RU', 'Asia/Yekaterinburg')",49.250.52.22,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1),0
2fd10bdd-ebc9-4567-bedf-776b970fe554,2024-09-16 22:57:42.780269,"('598315e5-57bd-4864-ae4e-361fd786d154',)",4940420399601044655,6492,2198,transfer,"('53.93361', '37.92792', 'Kireyevsk', 'RU', 'Europe/Moscow')",168.93.16.102,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; aa-ET) AppleWebKit/531.34.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.34.5",0
fdb6b398-08f2-4f15-b462-594d7d27c366,2023-11-20 14:05:20.780269,"('80cc9635-348d-4775-bfb7-c15c27dbc0f3',)",3501961101774934,1469,3462,payment,"('56.9083', '60.8019', 'Beryozovsky', 'RU', 'Asia/Yekaterinburg')",156.45.4.1,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0; rv:1.9.5.20) Gecko/5165-12-14 11:02:01.794998 Firefox/5.0,0
98a57875-3c5d-4b3f-9693-8df60686684e,2024-10-01 02:11:59.780269,"('3eae4397-a0d9-445a-ad3b-122ca91561dd',)",3567308034864583,1163,1794,transfer,"('53.93361', '37.92792', 'Kireyevsk', 'RU', 'Europe/Moscow')",51.151.50.84,Mozilla/5.0 (Windows NT 5.01; apn-IN; rv:1.9.0.20) Gecko/9160-07-30 00:11:31.631317 Firefox/5.0,0
6e59f500-6a6b-4158-beaa-d514df0c86e9,2024-04-13 20:07:00.780269,"('55245b2c-2227-40ed-b5a0-d1273a916d9c',)",582410162660,258,2010,withdrawal,"('55.8736', '85.4265', 'Yashkino', 'RU', 'Asia/Novokuznetsk')",192.103.202.100,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; nl-NL) AppleWebKit/532.10.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.10.7",0
e0d1161b-e9bc-478b-96dd-f359cdb1611c,2023-11-09 16:21:38.780269,"('97555947-421d-441c-b368-97bc90b3dfd3',)",347746827205352,6864,7736,deposit,"('56.9083', '60.8019', 'Beryozovsky', 'RU', 'Asia/Yekaterinburg')",155.70.40.112,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9141-03-28 21:10:40.639130 Firefox/3.8,0
98ee6a5a-4c43-4ed8-9bbc-a14f370d0a44,2024-04-24 05:14:39.780269,"('daebd96d-562e-499d-8c4d-4e92516fdef6',)",374453825079964,9356,5626,deposit,"('43.35071', '46.10925', 'Gudermes', 'RU', 'Europe/Moscow')",216.0.95.87,Opera/9.57.(Windows NT 11.0; the-NP) Presto/2.9.188 Version/10.00,0
318b68fa-8a38-4e54-9b2e-2b7aecc5d25d,2024-06-24 00:07:53.780269,"('fd7861f9-82c5-4dba-a1f8-b76c3eb26e75',)",4606877965285,4335,3410,withdrawal,"('53.53395', '33.72798', 'Zhukovka', 'RU', 'Europe/Moscow')",24.26.57.218,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.0),0
3adf2491-beae-49b6-88d1-38819266cd30,2024-06-04 05:15:17.780269,"('75d8011f-2d31-4d74-a04f-6035b17af2fc',)",340217631010856,2144,5616,deposit,"('44.92934', '37.99117', 'Krymsk', 'RU', 'Europe/Moscow')",64.122.73.147,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/17.4j7973.0 Mobile/30X352 Safari/534.0",0
74579ba0-a052-4255-bcf1-ea641afeb6cf,2024-04-22 17:08:58.780269,"('a7b087d8-ed0c-43af-9046-061878f624b2',)",4221070380266757,5571,6604,withdrawal,"('55.38752', '36.73307', 'Naro-Fominsk', 'RU', 'Europe/Moscow')",20.214.189.177,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.39.3 (KHTML, like Gecko) Version/4.0.2 Safari/533.39.3",1
eec99518-6ffd-40a1-8950-34c9c0b4f2aa,2024-01-22 06:11:15.780269,"('733a9404-e5b1-4a85-817f-cb293a167f27',)",4445492198063517,5370,7211,deposit,"('55.54028', '89.20083', 'Sharypovo', 'RU', 'Asia/Krasnoyarsk')",177.86.136.189,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/46.0.823.0 Safari/535.2",0
5423be9e-cca1-43cf-a340-e20a426f6bc6,2023-12-28 16:07:23.780269,"('5a11e185-1252-4e47-a458-2c096293b16c',)",6502625229638865,2130,2478,withdrawal,"('56.11281', '69.49015', 'Ishim', 'RU', 'Asia/Yekaterinburg')",155.37.115.63,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.22.3 (KHTML, like Gecko) Version/5.1 Safari/535.22.3",0
a43ea92d-9239-4b38-ac83-627cc7a57e5f,2024-01-19 23:14:28.780269,"('19c0ae5a-3db0-43bb-8523-7e7b99201ecd',)",2265161508465123,494,992,deposit,"('64.5635', '39.8302', 'Severodvinsk', 'RU', 'Europe/Moscow')",62.203.86.252,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9580-02-19 03:16:20.723175 Firefox/3.6.8,0
7b5e358b-eb98-4023-bda5-2899fd31dd80,2023-11-27 22:47:29.780269,"('8345b82f-22d8-495a-a2d5-a0c099fcb05a',)",3523962311063138,9451,8968,withdrawal,"('61.78491', '34.34691', 'Petrozavodsk', 'RU', 'Europe/Moscow')",91.240.70.133,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6411-11-09 01:39:59.168091 Firefox/3.8,1
c6a0673f-ec87-476c-8987-f20431d4f6cc,2024-07-07 19:22:14.780269,"('b9ce9ae1-4851-4815-a760-9012878ea0b0',)",374164752803439,2271,2290,deposit,"('44.92934', '37.99117', 'Krymsk', 'RU', 'Europe/Moscow')",222.161.225.37,Opera/9.57.(Windows NT 11.0; ti-ET) Presto/2.9.174 Version/12.00,0
9fddfa52-ac47-4ee6-9ae3-bc293ea5dba7,2023-11-27 04:42:51.780269,"('235a20c6-5421-41bb-a78b-5e21fa026dee',)",6561421738874276,2853,7400,payment,"('44.98901', '38.94324', 'Yablonovskiy', 'RU', 'Europe/Moscow')",5.130.251.73,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),0
e8246ba2-4b72-480e-9f95-faba671e56f1,2024-07-21 08:08:44.780269,"('8f13c771-416c-4f72-b2e7-37f913fbfb03',)",3558637494270886,3329,4292,withdrawal,"('58.23583', '92.48278', 'Lesosibirsk', 'RU', 'Asia/Krasnoyarsk')",20.240.159.83,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tg-TJ) AppleWebKit/534.2.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.2.6",0
afa5043b-f2c1-4c59-9efb-8e398a1f2e61,2024-02-16 00:50:36.780269,"('3e38ec87-ba27-445e-94a2-6673dedb2d9f',)",2282023142222816,4192,3489,withdrawal,"('54.39304', '53.26023', 'Bavly', 'RU', 'Europe/Moscow')",160.159.134.236,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/19.0.870.0 Safari/534.1",0
c464803b-e720-4e51-92f2-96a73b2c1565,2024-09-03 10:07:01.780269,"('794ce0a7-e0b7-4aff-896a-ccaa348b2de1',)",3538587833789622,1654,7012,deposit,"('56.03361', '35.96944', 'Volokolamsk', 'RU', 'Europe/Moscow')",213.205.254.93,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/36.0.835.0 Mobile/28X656 Safari/536.0",0
bf2a04a5-08ef-441c-80ad-11e3b2b45834,2024-02-19 06:43:52.780269,"('95c168ee-6a57-4825-b2d4-34da9c9d20fa',)",180094873846799,768,8878,payment,"('44.92934', '37.99117', 'Krymsk', 'RU', 'Europe/Moscow')",89.143.0.163,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),1
3c9b1186-448a-46f1-ab52-140e274e8ad4,2023-11-19 02:14:42.780269,"('ecc54e54-500e-4b8d-a94b-e5cf7cf0715c',)",213152432491621,2751,7556,withdrawal,"('57.30185', '39.85331', 'Gavrilov-Yam', 'RU', 'Europe/Moscow')",195.101.155.39,Opera/8.32.(Windows NT 5.1; vi-VN) Presto/2.9.183 Version/12.00,1
5f4dcd6a-627e-4ec9-856b-ee48f61d6550,2024-02-09 14:08:42.780269,"('f7157d16-ea27-42a8-8cbc-4bd7cc3f083d',)",60460944618,3298,6583,transfer,"('55.75556', '60.70278', 'Ozersk', 'RU', 'Asia/Yekaterinburg')",23.210.166.41,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/23.0.823.0 Mobile/67X859 Safari/533.2",0
547a4a6c-3233-4074-aec2-4f08cbd2859b,2024-06-26 07:53:33.780269,"('34478f6b-9630-40ec-93aa-891bf5a7fabc',)",4526525486262952,8948,3814,withdrawal,"('53.53395', '33.72798', 'Zhukovka', 'RU', 'Europe/Moscow')",148.4.217.237,Opera/8.49.(X11; Linux i686; ky-KG) Presto/2.9.167 Version/11.00,0
2c0b4d9f-6ccf-4a29-ba7f-a3ce882d169b,2024-08-11 05:53:55.780269,"('57d3f25c-79c2-4b48-91b6-7eeffe80bb35',)",2288860261594564,9720,2192,transfer,"('55.39485', '43.83992', 'Arzamas', 'RU', 'Europe/Moscow')",15.33.123.79,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3; rv:1.9.5.20) Gecko/6050-02-01 12:09:39.546356 Firefox/3.6.6,0
e5df51db-1b9a-4c16-9089-23262eb102af,2024-02-11 13:11:37.780269,"('a1ec62a5-7ac2-4d83-ad50-0d9351a0cbc9',)",4560962344504944,6643,5548,payment,"('42.819', '47.1192', 'Buynaksk', 'RU', 'Europe/Moscow')",214.222.36.184,Opera/9.95.(Windows NT 10.0; km-KH) Presto/2.9.175 Version/10.00,0
24c77d85-ea4e-496d-867f-de9e934c67ba,2024-04-11 06:46:46.780269,"('2ba2b800-fd3d-4a1e-9b58-f8442e34aa81',)",3560117356969988,7578,2258,transfer,"('56.11281', '69.49015', 'Ishim', 'RU', 'Asia/Yekaterinburg')",19.23.64.50,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),0
edd41a5c-79a1-4ee5-8927-7fd0f21e6754,2024-04-03 23:40:57.780269,"('ba817d2f-f378-42b6-a20a-b5dd37459d1a',)",4570368319016,8699,1022,transfer,"('55.38752', '36.73307', 'Naro-Fominsk', 'RU', 'Europe/Moscow')",200.75.28.127,Opera/9.86.(Windows NT 11.0; gu-IN) Presto/2.9.186 Version/12.00,0
b941d212-894a-4a8e-b758-2f6dc5fa7f38,2024-10-05 01:33:45.780269,"('e768079e-7cab-42d9-a92b-03a25b2d1251',)",6597571978281398,136,6777,deposit,"('51.40944', '46.04833', 'Privolzhskiy', 'RU', 'Europe/Saratov')",69.135.158.32,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/41.0.870.0 Safari/535.2",0
4937e32e-8f1e-4ffa-a7be-d2d5a90afcb5,2023-12-21 23:47:45.780269,"('5ca1114d-e716-4a33-991b-04f41d8aa2de',)",30139799017728,966,7845,payment,"('53.37596', '51.3452', 'Otradnyy', 'RU', 'Europe/Samara')",197.247.101.3,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),0
18913fef-8a96-4139-b6ad-6e6643089771,2023-11-29 17:27:16.780269,"('a3be68a6-8531-4182-b122-bb67e73ece7b',)",6535182419262354,5331,6856,deposit,"('56.11281', '69.49015', 'Ishim', 'RU', 'Asia/Yekaterinburg')",4.149.102.238,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/51.0.842.0 Safari/533.2",0
cdadf66a-f9e5-4bc9-ac65-3635d077ba5d,2024-05-18 17:15:43.780269,"('994254ca-e93d-4d6a-ba07-996db97e1729',)",4875735067340468,6954,8325,transfer,"('53.77166', '38.12408', 'Bogoroditsk', 'RU', 'Europe/Moscow')",109.134.3.123,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1),1
ca200e7c-6bde-466f-a7c1-878ef2bbc675,2024-07-14 16:24:23.780269,"('bc944a62-f07e-4667-9552-2e07d11134cd',)",38899889073947,116,5410,withdrawal,"('58.1908', '40.17171', 'Danilov', 'RU', 'Europe/Moscow')",103.177.95.69,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7989-02-24 15:14:48.278961 Firefox/3.8,1
1f0f6807-66f2-4714-b1b6-94882f4e3677,2024-08-06 03:44:50.780269,"('832594e5-491c-48b9-9af9-2b70f99f849d',)",3585101808303211,3982,8650,transfer,"('54.84444', '38.16694', 'Kashira', 'RU', 'Europe/Moscow')",110.248.57.20,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/33.0.879.0 Mobile/76T907 Safari/531.1",1
6f0c3dda-8c74-4c0c-9609-10c8d9a0e7bb,2024-11-06 02:22:51.780269,"('6d27bfce-ae96-44d3-833d-6b15a000604c',)",30419543214643,5022,2307,payment,"('53.53041', '43.67663', 'Nizhniy Lomov', 'RU', 'Europe/Moscow')",135.14.140.69,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),0
b7db54cc-85b9-42e1-ae34-6bfd0e474c1c,2024-03-18 10:12:07.780269,"('86c3dcba-b991-4eca-a280-1f280a3fdd5f',)",4066160688587349,492,7823,deposit,"('55.8736', '85.4265', 'Yashkino', 'RU', 'Asia/Novokuznetsk')",179.8.174.88,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/36.0.828.0 Mobile/73O071 Safari/536.1",0
94e8349b-69f9-49cd-9fce-2fd938a0d3e9,2023-11-23 20:46:09.780269,"('6e8b33f1-7d79-4c0d-95d6-42a2e9b7e05a',)",3534100971084287,1506,3263,payment,"('54.84444', '38.16694', 'Kashira', 'RU', 'Europe/Moscow')",125.9.124.141,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/18.9h7993.0 Mobile/95G096 Safari/534.0",0
0d6a1873-f44b-4d59-b60b-08df5c77d3fa,2024-06-10 20:40:47.780269,"('8270857b-2121-4796-b921-97b0973f6af7',)",4574199249686732,9636,4762,transfer,"('53.30972', '83.62389', 'Novosilikatnyy', 'RU', 'Asia/Barnaul')",31.218.45.130,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:2.0; cs-CZ) AppleWebKit/533.37.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.37.5",0
b006e26f-0982-4c00-88ac-7cdf3e01145e,2024-01-13 22:27:06.780269,"('0c3face9-4f13-4025-bedd-cd581c56dba0',)",30028524190597,5904,4935,deposit,"('53.53395', '33.72798', 'Zhukovka', 'RU', 'Europe/Moscow')",161.35.253.181,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.29.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.29.4",0
cf123bf1-04a5-4d06-98cb-bde886b3d229,2024-06-05 21:44:37.780269,"('b144265d-66f4-4459-97f0-35a70d6e6e3a',)",342675369107244,6000,9595,deposit,"('54.8421', '46.5813', 'Alatyr’', 'RU', 'Europe/Moscow')",113.68.48.42,Opera/8.12.(Windows CE; da-DK) Presto/2.9.188 Version/11.00,1
096ce026-00e8-4bc2-b938-a5568522037f,2024-05-04 23:06:14.780269,"('df7945bf-af1d-45da-96f3-3e5db288b301',)",5356033280166596,3666,7499,deposit,"('43.96222', '43.63417', 'Novopavlovsk', 'RU', 'Europe/Moscow')",150.40.132.104,Mozilla/5.0 (Windows NT 6.0; ko-KR; rv:1.9.1.20) Gecko/4146-07-17 09:21:11.538239 Firefox/3.6.3,0
1082cf71-3a0d-4d96-8a6b-366b279ff7b3,2024-05-13 05:18:38.780269,"('d400b4b4-042c-4165-8e86-34daf0720f72',)",4584409681166301,1283,2025,payment,"('56.9083', '60.8019', 'Beryozovsky', 'RU', 'Asia/Yekaterinburg')",185.107.92.170,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/34.0.883.0 Safari/532.1",0
2a015b83-f6ba-4642-982f-34b3eced2556,2024-10-04 12:20:26.780269,"('fb4f6ddd-ac6e-41b8-8ec6-269b183915aa',)",4661162361162449,3528,4998,deposit,"('54.90083', '38.07083', 'Stupino', 'RU', 'Europe/Moscow')",100.239.159.192,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/26.0.840.0 Mobile/44L816 Safari/533.2",0
86ce5133-4c7a-4fda-bb4c-9e78159ec340,2024-10-09 17:08:41.780269,"('c0ac7e10-116f-4c5e-9a91-67275e0e61e8',)",2387836914951807,3172,8610,deposit,"('54.39304', '53.26023', 'Bavly', 'RU', 'Europe/Moscow')",181.32.14.237,Opera/9.74.(Windows NT 4.0; ru-RU) Presto/2.9.179 Version/11.00,1
b43af9d6-f895-497c-86e8-e7c6c1a4fddd,2024-02-10 07:11:24.780269,"('09241d0f-ab4c-4f1f-89e0-d2a226643ae8',)",2269550473368344,9356,3051,deposit,"('55.75556', '60.70278', 'Ozersk', 'RU', 'Asia/Yekaterinburg')",21.208.243.237,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),0
eadcd00d-294f-4b03-8535-1d4f1667bf5e,2024-01-13 02:40:14.780269,"('dd8d00f1-d58f-4506-8a69-ef209296634f',)",30524339752373,3765,4748,payment,"('53.30972', '83.62389', 'Novosilikatnyy', 'RU', 'Asia/Barnaul')",94.25.130.145,Opera/8.95.(X11; Linux i686; so-KE) Presto/2.9.187 Version/12.00,0
9bdd1584-7f5b-4de0-91e7-0e63462c9283,2023-12-05 04:38:58.780269,"('1cf58ffa-474d-4b5c-8026-a00cdace9bf7',)",4079931187931518,263,6761,transfer,"('54.90083', '38.07083', 'Stupino', 'RU', 'Europe/Moscow')",97.121.30.64,Opera/9.52.(X11; Linux i686; pt-BR) Presto/2.9.177 Version/12.00,0
